Date,Open,High,Low,Close,Adj Close,Volume
2002-09-25,95.699997,96.849998,94.750000,96.125000,62.235497,90520
2002-09-26,95.000000,97.750000,95.000000,95.574997,61.879406,61582
2002-09-27,95.000000,100.500000,95.000000,99.737503,64.574394,247886
2002-09-30,98.762497,101.250000,97.012497,97.412498,63.069069,172392
2002-10-01,96.262497,97.500000,92.037498,94.812500,61.385731,275562
2002-10-02,94.812500,94.812500,94.812500,94.812500,61.385731,0
2002-10-03,96.250000,96.250000,91.550003,91.987503,59.556694,146834
2002-10-04,91.762497,93.699997,90.199997,91.525002,59.257256,152790
2002-10-07,91.250000,93.125000,90.775002,91.937500,59.524330,198760
2002-10-08,91.750000,96.987503,91.750000,96.187500,62.275955,207708
2002-10-09,97.375000,99.000000,96.537498,98.050003,63.481834,159802
2002-10-10,98.250000,102.250000,98.250000,101.437500,65.675049,363882
2002-10-11,95.025002,101.449997,95.025002,99.987503,64.736252,279456
2002-10-14,100.250000,101.500000,99.050003,99.737503,64.574394,93216
2002-10-15,99.737503,99.737503,99.737503,99.737503,64.574394,0
2002-10-16,99.875000,100.500000,98.750000,99.437500,64.380157,103742
2002-10-17,98.750000,101.175003,97.812500,98.812500,63.975479,152578
2002-10-18,98.500000,104.750000,98.500000,100.550003,65.100426,111388
2002-10-21,101.250000,102.487503,100.750000,101.099998,65.456528,159856
2002-10-22,102.500000,102.500000,95.324997,96.675003,62.591599,309236
2002-10-23,95.537498,101.275002,95.537498,100.412498,65.011406,761030
2002-10-24,100.224998,103.474998,98.750000,102.237503,66.192986,574866
2002-10-25,102.474998,104.474998,100.425003,102.712502,66.500519,195340
2002-10-28,103.000000,103.750000,101.262497,101.775002,65.893555,167172
2002-10-29,102.000000,106.699997,101.500000,105.150002,68.078682,545938
2002-10-30,105.474998,108.875000,100.250000,105.437500,68.264801,544736
2002-10-31,105.000000,106.250000,103.250000,105.937500,68.588539,198194
2002-11-01,106.250000,111.500000,105.875000,110.512497,71.550575,897702
2002-11-04,110.250000,112.750000,109.687500,112.074997,72.562210,111062
2002-11-05,112.000000,112.000000,108.375000,109.012497,70.579414,244632
2002-11-06,109.012497,109.012497,109.012497,109.012497,70.579414,0
2002-11-07,108.275002,108.449997,106.500000,107.300003,69.470680,283824
2002-11-08,106.637497,109.375000,106.637497,108.250000,70.085739,255454
2002-11-11,110.000000,110.000000,107.525002,109.000000,70.571320,100102
2002-11-12,108.012497,109.750000,108.012497,108.962502,70.547050,82852
2002-11-13,108.525002,112.224998,108.525002,110.775002,71.720543,612194
2002-11-14,111.500000,111.500000,108.849998,109.837502,71.113556,267210
2002-11-15,110.875000,115.000000,109.750000,113.199997,73.290596,753062
2002-11-18,113.512497,114.000000,112.087502,112.925003,73.112541,208750
2002-11-19,112.925003,112.925003,112.925003,112.925003,73.112541,0
2002-11-20,112.750000,114.000000,112.025002,113.212502,73.298683,196802
2002-11-21,100.462502,120.125000,100.462502,119.412498,77.312828,518966
2002-11-22,117.900002,121.250000,117.250000,118.487503,76.713943,263252
2002-11-25,116.250000,121.000000,116.250000,119.362503,77.280472,125078
2002-11-26,120.000000,123.750000,117.137497,118.250000,76.560188,463306
2002-11-27,118.250000,118.824997,115.762497,116.537498,75.451424,242714
2002-11-28,117.925003,119.224998,116.750000,117.812500,76.276924,195588
2002-11-29,140.375000,140.375000,118.537498,119.637497,77.458504,244258
2002-12-02,121.250000,125.000000,119.000000,119.500000,77.369484,347638
2002-12-03,121.199997,121.199997,118.150002,119.862503,77.604179,347404
2002-12-04,121.250000,121.750000,119.250000,120.074997,77.741753,681942
2002-12-05,120.500000,120.500000,117.125000,118.150002,76.495438,292742
2002-12-06,119.250000,119.949997,116.062500,117.387497,76.001770,349774
2002-12-09,119.500000,120.250000,117.550003,118.587502,76.778702,233688
2002-12-10,116.525002,131.250000,116.525002,119.437500,77.329010,109072
2002-12-11,120.724998,120.724998,115.875000,116.250000,75.265289,485590
2002-12-12,116.250000,119.112503,115.025002,117.462502,76.050323,542688
2002-12-13,116.375000,119.250000,116.375000,118.987503,77.037674,146798
2002-12-16,141.250000,141.250000,115.500000,120.087502,77.749855,646704
2002-12-17,115.000000,121.449997,115.000000,120.187500,77.814598,286780
2002-12-18,120.187500,121.349998,117.500000,120.912498,78.283989,199080
2002-12-19,121.750000,123.987503,120.362503,123.412498,79.902618,444982
2002-12-20,123.000000,123.925003,121.512497,122.362503,79.222794,143502
2002-12-23,122.625000,122.987503,121.250000,122.724998,79.457497,110370
2002-12-24,123.000000,123.375000,121.762497,122.074997,79.036636,200602
2002-12-25,122.074997,122.074997,122.074997,122.074997,79.036636,0
2002-12-26,121.724998,123.724998,121.724998,122.962502,79.611259,164548
2002-12-27,122.987503,127.349998,122.500000,126.849998,82.128189,533050
2002-12-30,127.250000,127.500000,125.025002,125.412498,81.197502,150036
2002-12-31,123.775002,127.375000,123.775002,125.824997,81.464561,216294
2003-01-01,125.500000,127.987503,125.250000,127.187500,82.346710,225530
2003-01-02,127.500000,127.875000,125.287498,125.612503,81.326988,151960
2003-01-03,125.750000,127.750000,123.750000,126.750000,82.063454,316950
2003-01-06,127.500000,127.500000,124.775002,125.437500,81.213676,282782
2003-01-07,127.425003,127.425003,123.262497,123.787498,80.145393,178276
2003-01-08,123.500000,125.312500,123.500000,124.599998,80.671440,262324
2003-01-09,125.037498,125.474998,123.037498,123.712502,80.096832,311790
2003-01-10,124.250000,125.449997,122.275002,123.775002,80.137306,302642
2003-01-13,123.750000,125.000000,103.862503,123.787498,80.145393,123104
2003-01-14,124.949997,128.875000,123.812500,127.612503,82.621864,630004
2003-01-15,128.750000,129.449997,123.974998,125.912498,81.521210,1156926
2003-01-16,128.750000,134.600006,128.750000,132.362503,85.697220,1359858
2003-01-17,131.250000,133.462494,130.087494,131.087494,84.871727,459282
2003-01-20,129.024994,133.500000,129.024994,132.362503,85.697220,520314
2003-01-21,131.262497,132.500000,129.074997,130.050003,84.200005,135194
2003-01-22,130.500000,130.500000,128.500000,128.862503,83.431183,109842
2003-01-23,128.250000,129.500000,127.824997,128.412506,83.139824,52228
2003-01-24,128.750000,129.500000,127.250000,128.062500,82.913223,390138
2003-01-27,128.625000,129.000000,127.150002,128.212494,83.010330,291964
2003-01-28,128.449997,128.500000,126.625000,127.612503,82.621864,344428
2003-01-29,127.500000,129.750000,127.500000,128.887497,83.447365,233010
2003-01-30,128.762497,129.987503,128.387497,128.875000,83.439262,254688
2003-01-31,128.750000,129.375000,127.812500,128.350006,83.099358,47936
2003-02-03,128.750000,131.250000,128.262497,128.937500,83.479729,205550
2003-02-04,131.087494,133.750000,129.250000,132.737503,85.940018,510218
2003-02-05,131.262497,134.675003,130.312500,133.824997,86.644112,443524
2003-02-06,130.250000,138.600006,130.250000,137.512497,89.031563,639190
2003-02-07,135.500000,138.337494,131.250000,135.949997,88.019913,239666
2003-02-10,133.750000,135.750000,133.250000,133.662506,86.538918,162674
2003-02-11,132.750000,135.000000,131.000000,131.949997,85.430153,284192
2003-02-12,135.500000,135.500000,129.750000,129.962494,84.143341,225998
2003-02-13,129.962494,129.962494,129.962494,129.962494,84.143341,0
2003-02-14,132.500000,132.500000,129.250000,131.175003,84.928383,285770
2003-02-17,132.725006,133.237503,130.175003,130.649994,84.588486,174432
2003-02-18,130.750000,131.975006,129.512497,129.774994,84.021973,275134
2003-02-19,132.500000,133.225006,129.824997,130.412506,84.434708,368086
2003-02-20,131.737503,131.750000,130.024994,131.050003,84.847466,342550
2003-02-21,131.000000,131.462494,130.000000,131.000000,84.815079,271460
2003-02-24,131.000000,131.687500,129.887497,130.125000,84.248573,210066
2003-02-25,130.000000,130.000000,128.262497,128.862503,83.431183,234052
2003-02-26,128.750000,128.875000,124.762497,126.137497,81.666885,391454
2003-02-27,127.000000,129.225006,126.500000,127.662498,82.654243,306682
2003-02-28,127.500000,136.000000,126.500000,128.937500,83.479729,281094
2003-03-03,130.750000,130.750000,127.762497,128.162506,82.977966,178518
2003-03-04,127.837502,127.837502,125.037498,125.599998,81.318886,191742
2003-03-05,125.000000,128.750000,123.750000,126.937500,82.184845,220826
2003-03-06,128.750000,128.949997,126.187500,126.474998,81.885391,110630
2003-03-07,125.000000,125.974998,124.050003,124.750000,80.768547,232664
2003-03-10,124.925003,126.750000,120.425003,120.925003,78.292091,250300
2003-03-11,120.250000,122.237503,116.587502,119.349998,77.272369,358724
2003-03-12,119.500000,121.000000,117.250000,117.912498,76.341660,408774
2003-03-13,118.250000,119.000000,117.199997,117.962502,76.374039,251902
2003-03-14,117.962502,117.962502,117.962502,117.962502,76.374039,0
2003-03-17,117.750000,121.500000,117.062500,120.662498,78.122131,399898
2003-03-18,120.662498,120.662498,120.662498,120.662498,78.122131,0
2003-03-19,121.500000,122.500000,120.400002,121.025002,78.356827,387052
2003-03-20,121.250000,125.000000,120.625000,124.775002,80.784752,161820
2003-03-21,123.287498,125.712502,122.762497,125.099998,80.995171,103568
2003-03-24,125.250000,128.350006,124.025002,125.337502,81.148941,86378
2003-03-25,122.250000,124.875000,122.000000,123.012497,79.643623,159864
2003-03-26,122.512497,126.000000,122.512497,124.474998,80.590515,377334
2003-03-27,123.750000,123.750000,121.250000,122.312500,79.190422,391902
2003-03-28,124.474998,124.750000,121.025002,122.337502,79.206604,411730
2003-03-31,122.000000,122.000000,118.750000,120.000000,77.693207,298598
2003-04-01,119.974998,121.750000,118.000000,120.050003,77.725563,329090
2003-04-02,118.750000,122.250000,118.750000,120.300003,77.887428,324658
2003-04-03,132.250000,132.250000,118.837502,121.849998,78.890968,82336
2003-04-04,120.250000,128.500000,120.250000,125.837502,81.472656,153284
2003-04-07,125.537498,130.687500,125.537498,127.362503,82.460007,321500
2003-04-08,126.275002,130.000000,126.250000,128.937500,83.479729,222964
2003-04-09,127.775002,128.750000,125.137497,126.962502,82.201035,127732
2003-04-10,126.500000,130.000000,126.500000,127.500000,82.549034,269914
2003-04-11,129.487503,129.487503,124.974998,126.925003,82.176743,179426
2003-04-14,126.925003,126.925003,126.925003,126.925003,82.176743,0
2003-04-15,125.250000,126.500000,123.287498,124.425003,80.558144,442162
2003-04-16,124.000000,125.587502,123.262497,124.099998,80.347717,246214
2003-04-17,124.987503,127.500000,119.262497,120.412498,77.960266,487386
2003-04-18,120.412498,120.412498,120.412498,120.412498,77.960266,0
2003-04-21,120.000000,122.000000,118.250000,119.537498,77.393761,173296
2003-04-22,119.375000,120.500000,118.512497,118.824997,76.932465,365870
2003-04-23,118.875000,119.125000,116.500000,117.550003,76.106964,542556
2003-04-24,118.250000,121.000000,117.625000,119.137497,77.134796,429354
2003-04-25,119.500000,120.724998,118.487503,119.112503,77.118591,367214
2003-04-28,122.000000,122.000000,118.987503,120.324997,77.903625,123732
2003-04-29,120.250000,125.000000,120.250000,124.199997,80.412460,419428
2003-04-30,123.800003,124.500000,120.487503,120.724998,78.162598,154688
2003-05-01,120.724998,120.724998,120.724998,120.724998,78.162598,0
2003-05-02,120.750000,122.349998,118.574997,119.925003,77.644646,355102
2003-05-05,121.324997,122.250000,118.562500,119.962502,77.668915,319536
2003-05-06,120.125000,122.750000,120.125000,121.250000,78.502510,193604
2003-05-07,121.500000,121.750000,119.762497,120.875000,78.259712,555268
2003-05-08,117.750000,120.599998,117.050003,118.587502,76.778702,483400
2003-05-09,118.775002,120.400002,117.625000,118.862503,76.956741,193610
2003-05-12,118.025002,121.737503,118.025002,119.650002,77.466599,206614
2003-05-13,120.375000,121.737503,118.375000,119.362503,77.280472,227780
2003-05-14,117.750000,120.625000,117.275002,119.337502,77.264275,613054
2003-05-15,118.000000,119.250000,114.875000,116.224998,75.249107,825592
2003-05-16,117.237503,118.187500,115.625000,116.437500,75.386688,235288
2003-05-19,117.500000,119.974998,116.324997,119.224998,77.191444,407362
2003-05-20,117.500000,119.500000,117.500000,118.937500,77.005287,298232
2003-05-21,119.000000,121.000000,118.750000,118.949997,77.013397,95288
2003-05-22,119.000000,119.974998,117.500000,118.812500,76.924370,263364
2003-05-23,119.974998,123.199997,118.000000,121.412498,78.607719,328818
2003-05-26,122.250000,124.000000,121.525002,122.800003,79.506035,160294
2003-05-27,124.750000,124.750000,122.500000,123.812500,80.161591,357466
2003-05-28,124.724998,125.562500,122.787498,124.824997,80.817123,349322
2003-05-29,125.750000,127.487503,124.262497,126.012497,81.585953,380316
2003-05-30,125.275002,128.625000,125.275002,128.187500,82.994148,242358
2003-06-02,125.750000,128.625000,125.025002,128.212494,83.010330,138384
2003-06-03,128.500000,128.750000,126.000000,127.912498,82.816101,82418
2003-06-04,128.037506,128.975006,126.500000,127.362503,82.460007,67776
2003-06-05,127.250000,127.500000,124.775002,125.750000,81.416008,175908
2003-06-06,125.750000,127.250000,125.287498,126.987503,82.217224,110218
2003-06-09,128.000000,128.612503,126.500000,127.849998,82.775627,262784
2003-06-10,127.875000,130.300003,127.025002,129.887497,84.094810,433570
2003-06-11,130.012497,132.600006,130.012497,130.975006,84.798912,216236
2003-06-12,131.250000,137.487503,131.250000,136.387497,88.303177,518008
2003-06-13,135.500000,136.637497,134.250000,136.149994,88.149406,321942
2003-06-16,136.750000,136.750000,133.262497,135.637497,87.817604,196448
2003-06-17,135.000000,142.350006,135.000000,141.612503,91.686073,787056
2003-06-18,140.750000,141.250000,137.250000,138.149994,89.444290,160754
2003-06-19,138.750000,141.250000,135.074997,136.137497,88.141312,224284
2003-06-20,137.500000,140.250000,135.500000,138.737503,89.824677,325014
2003-06-23,138.274994,141.600006,138.274994,141.125000,91.370445,200296
2003-06-24,141.375000,146.487503,140.750000,144.537506,93.579857,515338
2003-06-25,144.500000,144.500000,140.774994,142.050003,91.969345,289052
2003-06-26,142.487503,155.024994,141.787506,147.649994,95.594994,615362
2003-06-27,148.000000,149.975006,143.375000,144.199997,93.361328,202754
2003-06-30,145.024994,147.500000,140.625000,143.274994,92.762459,443540
2003-07-01,142.750000,144.500000,141.262497,141.949997,91.904594,279280
2003-07-02,141.750000,142.500000,137.500000,140.475006,90.949608,564098
2003-07-03,140.750000,142.250000,137.500000,139.012497,90.002716,429968
2003-07-04,145.000000,145.000000,138.774994,143.100006,92.649155,331478
2003-07-07,143.250000,144.949997,142.875000,144.024994,93.248024,303512
2003-07-08,144.250000,144.750000,140.149994,141.350006,91.516121,122836
2003-07-09,142.475006,144.000000,140.274994,143.087494,92.641037,262922
2003-07-10,125.000000,140.625000,125.000000,136.350006,88.278900,261188
2003-07-11,137.875000,139.637497,136.625000,137.324997,88.910149,375770
2003-07-14,136.000000,139.449997,136.000000,138.687500,89.792290,640460
2003-07-15,138.750000,139.750000,136.762497,137.699997,89.152962,350536
2003-07-16,137.500000,141.750000,137.500000,140.512497,90.973885,442814
2003-07-17,140.500000,145.350006,140.024994,143.937500,93.191376,728498
2003-07-18,143.750000,145.500000,142.500000,142.887497,92.511551,454934
2003-07-21,142.250000,144.949997,141.250000,141.887497,91.864136,156394
2003-07-22,125.000000,144.750000,120.000000,138.375000,89.589996,210182
2003-07-23,139.225006,141.725006,137.625000,140.762497,91.135742,176482
2003-07-24,139.987503,140.875000,138.262497,138.937500,89.954155,90366
2003-07-25,139.949997,142.250000,139.750000,141.199997,91.418999,194760
2003-07-28,145.725006,145.725006,142.000000,143.699997,93.037613,328450
2003-07-29,142.250000,145.725006,142.250000,144.300003,93.426079,424352
2003-07-30,146.250000,150.500000,143.012497,149.949997,97.084145,324546
2003-07-31,150.500000,160.500000,150.000000,159.637497,103.356247,766698
2003-08-01,160.000000,163.250000,154.300003,161.437500,104.521652,657098
2003-08-04,160.074997,167.225006,158.774994,166.462494,107.775032,482660
2003-08-05,161.274994,166.250000,159.000000,160.000000,103.590935,249006
2003-08-06,160.000000,162.600006,158.012497,161.662506,104.667320,279770
2003-08-07,160.000000,166.449997,160.000000,164.162506,106.285934,324794
2003-08-08,158.750000,166.500000,158.750000,165.425003,107.103325,437102
2003-08-11,167.199997,167.199997,155.750000,163.512497,105.865089,499686
2003-08-12,166.000000,166.250000,164.000000,165.487503,107.143791,241984
2003-08-13,171.250000,171.250000,163.000000,164.312500,106.383041,286568
2003-08-14,165.000000,171.000000,163.750000,167.537506,108.471046,423210
2003-08-15,167.537506,167.537506,167.537506,167.537506,108.471046,0
2003-08-18,167.750000,179.750000,167.524994,176.837494,114.492271,674924
2003-08-19,178.750000,178.750000,170.637497,175.300003,113.496841,439626
2003-08-20,172.550003,179.000000,172.550003,178.312500,115.447220,278288
2003-08-21,176.000000,181.125000,176.000000,178.612503,115.641495,297708
2003-08-22,181.250000,181.250000,175.012497,176.074997,113.998573,165318
2003-08-25,178.737503,178.737503,170.500000,173.225006,112.153374,353188
2003-08-26,177.500000,177.500000,173.250000,175.600006,113.691048,290422
2003-08-27,181.250000,182.500000,175.800003,177.824997,115.131607,359866
2003-08-28,178.750000,183.750000,175.250000,179.574997,116.264618,485704
2003-08-29,179.750000,183.487503,178.500000,182.387497,118.085556,455204
2003-09-01,182.500000,184.725006,181.262497,182.412506,118.101753,300778
2003-09-02,180.000000,185.000000,180.000000,184.062500,119.170044,323370
2003-09-03,182.500000,187.000000,180.537506,182.087494,117.891357,384688
2003-09-04,182.487503,184.475006,178.750000,180.437500,116.823044,179356
2003-09-05,177.750000,183.250000,177.062500,181.100006,117.251999,240642
2003-09-08,180.500000,183.475006,177.250000,180.350006,116.766434,303746
2003-09-09,177.875000,183.449997,175.750000,176.524994,114.289948,225898
2003-09-10,175.024994,178.750000,172.500000,177.462494,114.896912,346470
2003-09-11,176.500000,179.149994,175.500000,175.850006,113.852913,103506
2003-09-12,175.500000,177.475006,174.000000,175.600006,113.691048,99068
2003-09-15,175.500000,176.975006,171.500000,175.324997,113.512985,206798
2003-09-16,175.024994,185.750000,174.000000,179.962494,116.515503,359378
2003-09-17,182.250000,184.899994,179.250000,184.187500,119.250984,294980
2003-09-18,183.762497,184.625000,178.000000,180.062500,116.580269,139210
2003-09-19,182.500000,186.500000,176.500000,185.899994,120.359703,274060
2003-09-22,186.500000,187.500000,181.000000,182.500000,118.158417,215482
2003-09-23,181.262497,186.125000,178.762497,184.975006,119.760849,272580
2003-09-24,180.012497,192.875000,180.012497,190.712494,123.475548,663008
2003-09-25,186.000000,191.750000,186.000000,190.524994,123.354126,231536
2003-09-26,188.000000,201.725006,188.000000,199.675003,129.278259,645928
2003-09-29,201.250000,204.750000,197.512497,198.137497,128.282806,214616
2003-09-30,200.000000,200.487503,194.662506,197.587494,127.926697,234208
2003-10-01,197.750000,206.250000,197.750000,204.087494,132.135117,626626
2003-10-02,204.087494,204.087494,204.087494,204.087494,132.135117,0
2003-10-03,212.787506,212.787506,203.750000,210.324997,136.173538,424676
2003-10-06,212.000000,215.500000,211.987503,214.612503,138.949448,192282
2003-10-07,214.500000,220.000000,210.000000,213.774994,138.407242,150262
2003-10-08,210.000000,215.000000,210.000000,213.024994,137.921616,89034
2003-10-09,212.500000,215.975006,212.500000,214.112503,138.625732,170754
2003-10-10,213.500000,217.750000,208.750000,212.425003,137.533142,255958
2003-10-13,213.750000,215.000000,207.750000,211.162506,136.715790,335104
2003-10-14,210.000000,214.750000,209.250000,212.350006,137.484604,457444
2003-10-15,212.500000,224.250000,211.250000,223.024994,144.396057,534952
2003-10-16,220.000000,224.487503,219.062500,222.375000,143.975220,340790
2003-10-17,222.250000,222.250000,215.000000,216.237503,140.001526,221698
2003-10-20,216.250000,222.237503,216.250000,219.737503,142.267609,195482
2003-10-21,218.750000,222.987503,214.087494,216.662506,140.276688,218954
2003-10-22,219.750000,219.750000,207.024994,214.137497,138.641907,612968
2003-10-23,219.750000,222.500000,208.750000,214.324997,138.763290,220838
2003-10-24,215.000000,216.750000,208.512497,213.699997,138.358643,176966
2003-10-27,215.250000,222.750000,213.500000,220.062500,142.478012,264742
2003-10-28,218.774994,220.500000,216.287506,219.149994,141.887238,203366
2003-10-29,220.000000,225.625000,217.512497,224.537506,145.375320,257660
2003-10-30,226.000000,226.000000,222.500000,224.850006,145.577652,281954
2003-10-31,224.750000,231.000000,224.050003,229.500000,148.588242,385444
2003-11-03,229.500000,238.750000,228.500000,237.074997,153.492630,369958
2003-11-04,236.750000,240.725006,227.024994,231.937500,150.166397,343800
2003-11-05,235.000000,237.500000,227.512497,229.750000,148.750092,408380
2003-11-06,232.375000,232.375000,225.250000,226.524994,146.662109,344810
2003-11-07,226.250000,231.500000,223.012497,229.287506,148.450684,244484
2003-11-10,232.500000,232.500000,224.000000,225.425003,145.949921,65650
2003-11-11,225.000000,231.250000,224.000000,230.449997,149.203339,286256
2003-11-12,231.237503,233.750000,229.250000,231.199997,149.688904,126780
2003-11-13,231.225006,236.250000,226.750000,235.012497,152.157303,237374
2003-11-14,232.500000,234.500000,230.337494,231.899994,150.142136,143214
2003-11-17,230.500000,233.625000,227.750000,230.912506,149.502762,194016
2003-11-18,233.725006,236.750000,230.537506,233.737503,151.331802,446502
2003-11-19,231.250000,232.500000,229.500000,230.937500,149.518951,407640
2003-11-20,230.000000,237.250000,228.787506,230.937500,149.518951,307944
2003-11-21,231.250000,232.675003,228.750000,231.237503,149.713196,328142
2003-11-24,233.612503,233.699997,228.000000,231.937500,150.166397,191400
2003-11-25,230.012497,233.500000,230.012497,232.637497,150.619614,172334
2003-11-26,232.637497,232.637497,232.637497,232.637497,150.619614,0
2003-11-27,234.487503,240.000000,231.750000,237.312500,153.646393,349914
2003-11-28,237.925003,248.000000,236.137497,245.462494,158.923080,437650
2003-12-01,245.000000,253.125000,245.000000,252.337494,163.374237,449330
2003-12-02,250.050003,252.500000,245.324997,250.537506,162.208832,360682
2003-12-03,250.000000,255.250000,250.000000,253.949997,164.418259,345916
2003-12-04,254.237503,254.237503,245.050003,251.875000,163.074799,156130
2003-12-05,245.012497,253.675003,245.012497,251.437500,162.791550,249546
2003-12-08,252.425003,252.425003,240.500000,243.675003,157.765762,232934
2003-12-09,246.937500,247.250000,242.587494,246.574997,159.643341,212510
2003-12-10,249.975006,256.875000,246.012497,255.949997,165.713135,535460
2003-12-11,257.500000,262.500000,251.250000,258.125000,167.121353,631360
2003-12-12,254.750000,260.000000,251.875000,253.100006,163.867920,231726
2003-12-15,255.024994,261.000000,255.000000,259.500000,168.011536,275882
2003-12-16,257.500000,266.237488,255.074997,264.612488,171.321609,428154
2003-12-17,260.049988,274.750000,260.049988,272.899994,176.687317,631546
2003-12-18,272.250000,274.750000,268.750000,269.862488,174.720688,345564
2003-12-19,272.500000,281.250000,264.500000,275.049988,178.079285,253280
2003-12-22,265.250000,277.475006,265.250000,276.987488,179.333725,200130
2003-12-23,276.250000,296.000000,276.250000,289.587494,187.491531,446782
2003-12-24,279.000000,293.000000,279.000000,286.575012,185.541092,390314
2003-12-25,286.575012,286.575012,286.575012,286.575012,185.541092,0
2003-12-26,290.000000,292.250000,285.500000,287.887512,186.390869,118198
2003-12-29,297.475006,297.475006,287.562500,289.387512,187.362030,194666
2003-12-30,291.500000,302.575012,283.500000,285.375000,184.764130,206766
2003-12-31,286.250000,288.000000,282.000000,284.075012,183.922485,134960
2004-01-01,281.262512,291.250000,276.250000,284.024994,183.890091,177956
2004-01-02,288.250000,288.250000,278.350006,280.975006,181.915421,288422
2004-01-05,287.174988,287.174988,267.500000,277.262512,179.511749,384864
2004-01-06,278.750000,280.250000,274.500000,277.100006,179.406570,325058
2004-01-07,262.549988,281.250000,261.750000,265.500000,171.896225,533722
2004-01-08,268.750000,276.174988,265.000000,273.549988,177.108139,559364
