date,close,open,high,low
2024-3-29,5440.21,5383.74,5440.21,5345.88
2024-3-28,5381.04,5262.22,5430.77,5262.22
2024-3-27,5266.83,5435.97,5436.65,5266.83
2024-3-26,5447.32,5454.65,5495.35,5381.97
2024-3-25,5467.67,5581.35,5611.66,5466.25
2024-3-22,5598.53,5649.08,5660.15,5546.84
2024-3-21,5660.27,5674.50,5690.45,5623.34
2024-3-20,5658.23,5600.12,5663.50,5600.12
2024-3-19,5608.96,5633.50,5660.50,5607.26
2024-3-18,5646.67,5573.93,5647.38,5559.05
2024-3-15,5552.54,5472.89,5554.22,5459.41
2024-3-14,5485.17,5521.72,5545.88,5433.21
2024-3-13,5521.12,5501.59,5561.08,5476.88
2024-3-12,5495.08,5477.13,5524.50,5443.96
2024-3-11,5464.72,5358.84,5465.21,5350.29
2024-3-8,5370.40,5309.59,5386.18,5283.15
2024-3-7,5305.20,5389.99,5430.33,5303.67
2024-3-6,5381.46,5346.08,5434.40,5306.46
2024-3-5,5381.38,5392.88,5417.81,5337.89
2024-3-4,5428.34,5412.91,5429.60,5360.63
2024-3-1,5399.69,5354.73,5411.32,5322.24
2024-2-29,5342.83,5122.18,5343.31,5122.18
2024-2-28,5153.89,5403.50,5477.99,5153.66
2024-2-27,5390.50,5237.11,5391.19,5218.59
2024-2-26,5256.52,5234.81,5325.77,5201.13
2024-2-23,5225.64,5169.01,5225.64,5114.15
2024-2-22,5148.82,5075.43,5152.02,5066.00
2024-2-21,5074.46,5001.66,5208.65,4974.53
2024-2-20,5047.36,5004.42,5058.22,4951.02
2024-2-19,5030.51,5062.68,5070.90,4950.33
2024-2-8,4993.59,4826.14,5066.79,4826.14
2024-2-7,4796.51,4606.28,4848.13,4606.05
2024-2-6,4595.12,4229.79,4641.45,4192.97
2024-2-5,4294.00,4534.75,4534.75,4177.94
2024-2-2,4575.27,4753.67,4802.62,4431.81
2024-2-1,4753.46,4753.64,4858.72,4684.56
2024-1-31,4789.21,4949.19,4986.10,4775.62
2024-1-30,4986.98,5099.59,5143.92,4978.94
2024-1-29,5132.65,5282.82,5301.56,5132.29
2024-1-26,5271.23,5303.96,5352.78,5253.32
2024-1-25,5316.19,5143.29,5316.19,5112.54
2024-1-24,5140.37,5102.82,5151.42,4951.90
2024-1-23,5079.63,4992.79,5102.44,4939.52
2024-1-22,5004.42,5298.31,5298.31,4970.35
2024-1-19,5310.61,5364.81,5395.14,5304.96
2024-1-18,5374.48,5360.21,5375.23,5214.90
2024-1-17,5393.87,5529.89,5529.89,5393.42
2024-1-16,5539.47,5555.00,5566.21,5463.29
2024-1-15,5559.39,5558.15,5607.13,5520.36
2024-1-12,5576.44,5601.10,5646.27,5574.41
2024-1-11,5610.74,5507.80,5634.02,5502.37
2024-1-10,5515.60,5540.66,5580.42,5462.61
2024-1-9,5551.07,5553.18,5607.22,5513.37
2024-1-8,5545.30,5664.45,5664.45,5544.43
2024-1-5,5677.32,5779.76,5796.47,5652.13
2024-1-4,5783.73,5814.94,5814.94,5753.47
2024-1-3,5823.98,5838.55,5861.41,5785.31
2024-1-2,5855.03,5891.17,5891.23,5854.59
2023-12-29,5887.12,5797.58,5891.63,5795.76
2023-12-28,5804.81,5687.75,5824.10,5660.13
2023-12-27,5696.95,5658.19,5702.96,5637.01
2023-12-26,5651.59,5734.15,5734.49,5632.87
2023-12-25,5737.63,5726.56,5753.33,5698.36
