ticker
000006.SZ
000011.SZ
000016.SZ
000019.SZ
000025.SZ
000030.SZ
000032.SZ
000034.SZ
000035.SZ
000036.SZ
000048.SZ
000049.SZ
000058.SZ
000059.SZ
000061.SZ
000065.SZ
000070.SZ
000088.SZ
000090.SZ
000155.SZ
000403.SZ
000422.SZ
000423.SZ
000426.SZ
000498.SZ
000503.SZ
000507.SZ
000517.SZ
000539.SZ
000543.SZ
000546.SZ
000550.SZ
000555.SZ
000557.SZ
000560.SZ
000566.SZ
000567.SZ
000582.SZ
000591.SZ
000592.SZ
000597.SZ
000600.SZ
000601.SZ
000603.SZ
000612.SZ
000615.SZ
000627.SZ
000639.SZ
000650.SZ
000652.SZ
000657.SZ
000672.SZ
000676.SZ
000681.SZ
000682.SZ
000683.SZ
000688.SZ
000697.SZ
000710.SZ
000712.SZ
000727.SZ
000735.SZ
000758.SZ
000761.SZ
000762.SZ
000767.SZ
000789.SZ
000791.SZ
000795.SZ
000801.SZ
000810.SZ
000811.SZ
000813.SZ
000818.SZ
000823.SZ
000828.SZ
000829.SZ
000848.SZ
000851.SZ
000860.SZ
000875.SZ
000881.SZ
000885.SZ
000893.SZ
000901.SZ
000902.SZ
000903.SZ
000910.SZ
000913.SZ
000915.SZ
000917.SZ
000918.SZ
000921.SZ
000923.SZ
000927.SZ
000928.SZ
000933.SZ
000935.SZ
000936.SZ
000950.SZ
000951.SZ
000958.SZ
000966.SZ
000968.SZ
000969.SZ
000976.SZ
000982.SZ
000989.SZ
001213.SZ
001696.SZ
002015.SZ
002017.SZ
002020.SZ
002023.SZ
002025.SZ
002034.SZ
002035.SZ
002036.SZ
002038.SZ
002041.SZ
002042.SZ
002043.SZ
002044.SZ
002055.SZ
002061.SZ
002063.SZ
002079.SZ
002085.SZ
002091.SZ
002097.SZ
002099.SZ
002100.SZ
002106.SZ
002108.SZ
002123.SZ
002126.SZ
002130.SZ
002135.SZ
002139.SZ
002145.SZ
002151.SZ
002158.SZ
002163.SZ
002171.SZ
002176.SZ
002182.SZ
002190.SZ
002192.SZ
002194.SZ
002201.SZ
002204.SZ
002206.SZ
002214.SZ
002215.SZ
002216.SZ
002217.SZ
002218.SZ
002222.SZ
002226.SZ
002232.SZ
002234.SZ
002237.SZ
002239.SZ
002243.SZ
002245.SZ
002251.SZ
002254.SZ
002258.SZ
002261.SZ
002262.SZ
002267.SZ
002274.SZ
002276.SZ
002283.SZ
002285.SZ
002287.SZ
002291.SZ
002292.SZ
002293.SZ
002298.SZ
002301.SZ
002303.SZ
002307.SZ
002309.SZ
002310.SZ
002312.SZ
002314.SZ
002318.SZ
002320.SZ
002324.SZ
002332.SZ
002335.SZ
002344.SZ
002351.SZ
002367.SZ
002376.SZ
002378.SZ
002389.SZ
002400.SZ
002402.SZ
002405.SZ
002413.SZ
002421.SZ
002425.SZ
002428.SZ
002432.SZ
002435.SZ
002436.SZ
002437.SZ
002440.SZ
002446.SZ
002449.SZ
002456.SZ
002461.SZ
002463.SZ
002467.SZ
002472.SZ
002481.SZ
002484.SZ
002487.SZ
002488.SZ
002489.SZ
002498.SZ
002516.SZ
002518.SZ
002522.SZ
002530.SZ
002531.SZ
002534.SZ
002537.SZ
002539.SZ
002541.SZ
002544.SZ
002545.SZ
002550.SZ
002556.SZ
002558.SZ
002567.SZ
002573.SZ
002581.SZ
002585.SZ
002589.SZ
002597.SZ
002605.SZ
002609.SZ
002610.SZ
002611.SZ
002612.SZ
002614.SZ
002617.SZ
002626.SZ
002635.SZ
002636.SZ
002639.SZ
002641.SZ
002643.SZ
002645.SZ
002646.SZ
002649.SZ
002651.SZ
002662.SZ
002664.SZ
002675.SZ
002677.SZ
002695.SZ
002697.SZ
002698.SZ
002706.SZ
002717.SZ
002724.SZ
002726.SZ
002727.SZ
002733.SZ
002737.SZ
002738.SZ
002741.SZ
002746.SZ
002747.SZ
002759.SZ
002761.SZ
002768.SZ
002773.SZ
002777.SZ
002782.SZ
002792.SZ
002803.SZ
002807.SZ
002810.SZ
002832.SZ
002833.SZ
002837.SZ
002838.SZ
002839.SZ
002847.SZ
002850.SZ
002851.SZ
002859.SZ
002880.SZ
002891.SZ
002895.SZ
002906.SZ
002911.SZ
002912.SZ
002913.SZ
002918.SZ
002928.SZ
002929.SZ
002930.SZ
002941.SZ
002950.SZ
002959.SZ
002960.SZ
002961.SZ
002967.SZ
002970.SZ
002975.SZ
002977.SZ
002978.SZ
002979.SZ
002984.SZ
002987.SZ
002990.SZ
002991.SZ
002993.SZ
003006.SZ
003009.SZ
003012.SZ
003021.SZ
003031.SZ
003032.SZ
003039.SZ
003040.SZ
300006.SZ
300007.SZ
300020.SZ
300027.SZ
300031.SZ
300034.SZ
300035.SZ
300036.SZ
300039.SZ
300045.SZ
300054.SZ
300055.SZ
300065.SZ
300068.SZ
300075.SZ
300077.SZ
300078.SZ
300079.SZ
300080.SZ
300083.SZ
300085.SZ
300087.SZ
300091.SZ
300101.SZ
300102.SZ
300109.SZ
300114.SZ
300118.SZ
300119.SZ
300123.SZ
300127.SZ
300130.SZ
300131.SZ
300132.SZ
300133.SZ
300134.SZ
300143.SZ
300145.SZ
300149.SZ
300151.SZ
300158.SZ
300170.SZ
300171.SZ
300177.SZ
300180.SZ
300183.SZ
300184.SZ
300185.SZ
300188.SZ
300191.SZ
300203.SZ
300204.SZ
300205.SZ
300206.SZ
300208.SZ
300215.SZ
300219.SZ
300222.SZ
300224.SZ
300226.SZ
300229.SZ
300232.SZ
300233.SZ
300236.SZ
300255.SZ
300263.SZ
300266.SZ
300267.SZ
300271.SZ
300276.SZ
300284.SZ
300287.SZ
300292.SZ
300294.SZ
300298.SZ
300303.SZ
300307.SZ
300311.SZ
300318.SZ
300319.SZ
300322.SZ
300323.SZ
300326.SZ
300327.SZ
300328.SZ
300339.SZ
300343.SZ
300346.SZ
300348.SZ
300352.SZ
300355.SZ
300365.SZ
300366.SZ
300368.SZ
300369.SZ
300373.SZ
300377.SZ
300378.SZ
300379.SZ
300382.SZ
300386.SZ
300393.SZ
300394.SZ
300395.SZ
300397.SZ
300398.SZ
300401.SZ
300406.SZ
300409.SZ
300423.SZ
300428.SZ
300429.SZ
300432.SZ
300438.SZ
300439.SZ
300441.SZ
300443.SZ
300451.SZ
300455.SZ
300456.SZ
300457.SZ
300458.SZ
300459.SZ
300470.SZ
300476.SZ
300477.SZ
300485.SZ
300487.SZ
300497.SZ
300502.SZ
300510.SZ
300523.SZ
300525.SZ
300527.SZ
300531.SZ
300548.SZ
300552.SZ
300567.SZ
300568.SZ
300573.SZ
300579.SZ
300587.SZ
300590.SZ
