date,close,open,high,low
8/21/2023,3515.76,3581.62,3581.62,3515.75
8/18/2023,3590.16,3652.10,3663.45,3590.16
8/17/2023,3655.10,3615.51,3661.34,3564.97
8/16/2023,3631.97,3660.97,3660.97,3623.98
8/15/2023,3675.17,3693.94,3700.16,3649.72
8/14/2023,3697.26,3720.80,3720.80,3647.57
8/11/2023,3741.03,3807.30,3807.30,3733.75
8/10/2023,3803.43,3812.06,3812.06,3773.37
8/9/2023,3812.30,3793.01,3819.86,3781.48
8/8/2023,3794.91,3828.09,3828.09,3783.05
8/7/2023,3837.86,3893.17,3893.17,3818.97
8/4/2023,3898.67,3901.46,3944.73,3887.69
8/3/2023,3866.55,3844.78,3891.22,3825.44
8/2/2023,3853.96,3922.42,3943.35,3838.34
8/1/2023,3926.13,3961.51,3985.16,3911.39
7/31/2023,3937.61,3962.27,4013.62,3932.10
7/28/2023,3920.15,3828.06,3926.09,3809.59
7/27/2023,3849.04,3835.05,3857.72,3827.94
7/26/2023,3821.02,3821.02,3826.23,3800.50
7/25/2023,3819.02,3763.80,3822.14,3763.80
7/24/2023,3694.30,3737.84,3737.84,3680.21
7/21/2023,3736.85,3725.05,3755.55,3707.30
7/20/2023,3718.86,3737.01,3765.64,3715.05
7/19/2023,3733.72,3739.77,3739.77,3691.61
7/18/2023,3738.54,3775.68,3775.68,3718.25
7/14/2023,3783.34,3792.28,3795.31,3767.97
7/13/2023,3781.10,3741.07,3785.66,3741.07
7/12/2023,3708.62,3714.90,3728.69,3691.61
7/11/2023,3706.13,3683.08,3712.09,3666.78
7/10/2023,3663.39,3675.73,3696.85,3645.87
7/7/2023,3651.91,3673.25,3673.25,3635.01
7/6/2023,3681.95,3740.69,3740.69,3663.54
7/5/2023,3743.87,3789.52,3789.52,3736.73
7/4/2023,3801.32,3775.49,3804.42,3759.54
7/3/2023,3770.58,3710.73,3777.24,3710.73
6/30/2023,3700.71,3672.01,3716.39,3666.66
6/29/2023,3669.74,3716.15,3716.15,3660.61
6/28/2023,3705.68,3711.38,3713.37,3665.58
6/27/2023,3704.05,3649.93,3712.32,3645.32
6/26/2023,3641.15,3624.43,3663.67,3614.56
6/23/2023,3622.50,3714.96,3714.96,3603.81
6/21/2023,3714.03,3763.06,3763.06,3703.81
6/20/2023,3783.19,3849.69,3849.69,3766.88
6/19/2023,3855.35,3890.37,3891.42,3818.90
6/16/2023,3900.00,3862.85,3914.55,3862.66
6/15/2023,3852.61,3808.48,3852.61,3784.46
6/14/2023,3791.76,3809.17,3834.48,3781.00
6/13/2023,3802.25,3787.23,3807.43,3762.33
6/12/2023,3789.23,3815.09,3815.09,3770.18
6/9/2023,3814.81,3802.97,3825.43,3792.79
6/8/2023,3793.09,3782.55,3800.19,3742.94
6/7/2023,3779.03,3786.51,3806.70,3758.46
6/6/2023,3765.43,3779.74,3821.07,3749.72
6/5/2023,3776.58,3784.98,3788.27,3749.53
6/2/2023,3775.31,3689.41,3792.60,3689.41
6/1/2023,3660.67,3662.24,3695.74,3648.07
5/31/2023,3659.97,3704.11,3704.11,3618.11
5/30/2023,3721.61,3714.79,3736.65,3674.30
5/29/2023,3723.88,3776.51,3793.60,3718.84
5/25/2023,3765.72,3821.61,3821.61,3734.54
5/24/2023,3834.26,3905.23,3905.23,3816.29
5/23/2023,3909.11,3954.04,3961.59,3899.21
5/22/2023,3950.32,3929.47,3980.16,3923.18
5/19/2023,3929.55,3959.19,3959.19,3909.89
5/18/2023,3968.11,3966.39,4002.13,3953.36
5/17/2023,3949.52,4047.96,4047.96,3945.84
5/16/2023,4046.90,4065.29,4079.55,4025.75
5/15/2023,4054.54,4015.46,4065.15,3991.32
5/12/2023,4013.85,4112.51,4112.51,4013.85
5/11/2023,4109.71,4130.57,4134.06,4085.33
5/10/2023,4124.05,4147.58,4149.58,4109.16
5/9/2023,4142.15,4208.69,4214.63,4135.75
5/8/2023,4206.32,4191.69,4211.83,4179.10
5/5/2023,4180.48,4161.01,4196.75,4158.06
5/4/2023,4150.09,4101.86,4152.91,4101.86
5/3/2023,4090.20,4123.77,4123.77,4050.05
5/2/2023,4134.32,4178.67,4193.08,4086.57
4/28/2023,4149.74,4141.27,4172.04,4133.90
4/27/2023,4127.16,4111.48,4138.28,4080.51
4/26/2023,4109.27,4065.58,4123.36,4045.16
4/25/2023,4069.06,4155.84,4155.84,4046.90
4/24/2023,4152.76,4176.00,4179.44,4108.55
4/21/2023,4168.60,4224.03,4228.15,4152.00
4/20/2023,4225.02,4247.37,4252.22,4208.82
4/19/2023,4241.85,4270.85,4270.85,4230.94
4/18/2023,4269.84,4278.85,4280.45,4255.95
4/17/2023,4281.82,4243.51,4282.30,4223.65
4/14/2023,4248.41,4235.06,4257.99,4224.51
4/13/2023,4214.19,4175.08,4214.19,4136.81
4/12/2023,4198.34,4205.78,4214.45,4182.38
4/11/2023,4194.73,4144.78,4194.73,4144.78
4/6/2023,4126.36,4117.80,4126.91,4084.49
4/4/2023,4123.05,4140.58,4140.58,4082.69
4/3/2023,4136.02,4142.78,4153.84,4101.14
3/31/2023,4131.48,4148.45,4173.17,4128.64
3/30/2023,4135.95,4140.52,4140.52,4074.32
3/29/2023,4132.69,4148.70,4166.17,4101.36
3/28/2023,4110.08,4103.67,4128.27,4084.37
3/27/2023,4080.51,4140.25,4140.25,4071.46
3/24/2023,4125.84,4155.40,4168.91,4113.01
3/23/2023,4159.17,4105.94,4159.17,4085.94
3/22/2023,4108.42,4090.51,4153.23,4090.51
3/21/2023,4070.30,4022.81,4077.65,4005.75
3/20/2023,4003.83,4098.78,4098.78,3976.98
3/17/2023,4097.37,4037.30,4104.85,4037.30
3/16/2023,4002.26,4029.80,4051.10,3985.93
3/15/2023,4042.87,4011.51,4073.92,4011.51
3/14/2023,3973.81,4058.69,4079.50,3955.66
3/13/2023,4066.08,4012.19,4067.80,4003.23
3/10/2023,4006.47,4052.11,4052.11,3996.37
3/9/2023,4095.66,4156.36,4160.30,4095.66
3/8/2023,4160.42,4208.30,4208.30,4133.44
3/7/2023,4235.35,4271.49,4332.25,4211.68
3/6/2023,4279.06,4274.65,4293.33,4239.41
3/3/2023,4270.84,4252.96,4281.18,4232.16
3/2/2023,4227.00,4204.09,4231.36,4195.90
3/1/2023,4224.04,4077.17,4231.55,4077.17
2/28/2023,4059.88,4097.29,4122.59,4047.15
2/27/2023,4089.41,4118.70,4124.72,4071.42
2/24/2023,4139.81,4193.59,4193.59,4136.78
2/23/2023,4205.53,4211.25,4242.63,4201.11
2/22/2023,4200.45,4233.71,4234.45,4189.78
2/21/2023,4242.21,4280.11,4310.22,4236.36
2/20/2023,4277.30,4206.60,4280.87,4193.58
2/17/2023,4201.98,4219.50,4248.20,4194.69
2/16/2023,4224.62,4229.48,4296.65,4204.53
2/15/2023,4221.15,4292.37,4297.12,4210.48
2/14/2023,4292.68,4315.42,4317.09,4286.87
2/13/2023,4310.87,4280.13,4311.60,4242.48
2/10/2023,4287.21,4354.32,4355.56,4278.57
2/9/2023,4357.33,4301.00,4360.69,4287.25
2/8/2023,4306.04,4316.21,4350.04,4294.15
2/7/2023,4301.67,4286.48,4341.04,4286.48
2/6/2023,4280.71,4373.93,4373.93,4255.29
2/3/2023,4406.03,4456.76,4456.76,4368.94
2/2/2023,4459.92,4496.25,4515.06,4453.46
2/1/2023,4477.89,4388.52,4477.89,4375.42
1/31/2023,4374.80,4440.00,4467.84,4341.54
1/30/2023,4418.09,4575.92,4575.92,4408.85
1/27/2023,4583.44,4576.67,4586.68,4533.47
1/26/2023,4558.97,4502.00,4558.97,4498.58
1/20/2023,4472.47,4408.83,4472.47,4402.72
1/19/2023,4384.56,4360.58,4391.68,4324.79
1/18/2023,4370.12,4357.82,4381.88,4340.32
1/17/2023,4364.31,4412.60,4412.60,4325.17
1/16/2023,4415.16,4402.68,4452.57,4394.64
1/13/2023,4382.55,4315.77,4382.55,4315.77
1/12/2023,4307.28,4335.84,4355.36,4275.77
1/11/2023,4312.26,4333.35,4373.51,4294.56
1/10/2023,4322.77,4329.16,4336.83,4300.78
1/9/2023,4330.09,4288.23,4334.81,4288.23
1/6/2023,4245.36,4260.27,4289.50,4220.26
1/5/2023,4240.46,4244.77,4291.07,4232.21
1/4/2023,4207.53,4119.83,4207.53,4119.83
1/3/2023,4113.79,4018.18,4117.51,3958.01
12/30/2022,4030.81,4018.51,4037.47,4002.74
12/29/2022,4001.10,4014.48,4014.48,3967.64
12/28/2022,4040.78,4008.25,4055.75,4008.25
12/23/2022,3987.13,3975.28,4006.16,3950.14
12/22/2022,3992.63,3970.28,4010.91,3968.19
12/21/2022,3940.38,3911.87,3940.38,3905.87
12/20/2022,3901.99,3954.50,3954.50,3866.26
12/19/2022,3970.33,4060.86,4074.53,3955.68
12/16/2022,4055.19,4007.31,4057.08,3980.89
12/15/2022,4023.19,4086.64,4087.28,3991.62
12/14/2022,4082.09,4095.32,4116.11,4060.55
12/13/2022,4073.05,4065.09,4088.38,4041.89
12/12/2022,4063.96,4096.80,4106.70,4043.94
12/9/2022,4130.15,4061.36,4137.60,4046.11
12/8/2022,4047.94,3945.06,4048.73,3945.06
12/7/2022,3915.07,4028.46,4115.25,3915.07
12/6/2022,4023.37,4003.73,4069.02,3982.69
12/5/2022,4035.04,3943.84,4036.04,3933.40
12/2/2022,3878.50,3921.52,3925.19,3846.08
12/1/2022,3913.87,3987.98,4029.46,3909.97
11/30/2022,3921.78,3806.43,3921.78,3789.91
11/29/2022,3810.79,3691.53,3810.79,3691.53
11/28/2022,3661.47,3630.22,3667.35,3548.56
11/25/2022,3689.74,3689.33,3689.74,3651.04
11/24/2022,3693.60,3664.20,3695.33,3664.20
11/23/2022,3640.47,3640.94,3662.42,3608.22
11/22/2022,3635.02,3676.31,3691.12,3604.58
11/21/2022,3674.10,3705.05,3705.05,3623.92
11/18/2022,3725.51,3771.49,3786.60,3713.57
11/17/2022,3747.98,3777.17,3777.17,3676.85
11/16/2022,3791.91,3825.92,3860.98,3767.11
11/15/2022,3829.19,3731.16,3832.12,3701.94
11/14/2022,3727.54,3710.90,3769.53,3692.42
11/11/2022,3619.68,3573.98,3628.36,3526.72
11/10/2022,3419.55,3444.50,3444.50,3397.37
11/9/2022,3474.96,3492.84,3533.46,3450.74
11/8/2022,3487.55,3525.48,3531.21,3453.95
11/7/2022,3510.01,3411.19,3537.46,3403.46
11/4/2022,3400.94,3263.30,3447.51,3263.30
11/3/2022,3255.92,3276.51,3284.43,3238.43
11/2/2022,3313.95,3204.99,3324.91,3194.34
11/1/2022,3207.38,3073.24,3224.36,3073.24
10/31/2022,3062.99,3146.51,3149.00,3059.14
10/28/2022,3156.57,3286.00,3286.00,3133.46
10/27/2022,3284.75,3309.54,3349.48,3280.93
10/26/2022,3268.20,3221.08,3305.83,3207.89
10/25/2022,3209.70,3179.85,3236.18,3129.29
10/24/2022,3179.80,3388.81,3388.81,3164.62
10/21/2022,3388.77,3374.70,3405.17,3369.12
10/20/2022,3362.26,3377.00,3401.47,3311.61
10/19/2022,3398.06,3455.39,3476.55,3397.73
10/18/2022,3456.14,3413.72,3456.27,3380.13
10/17/2022,3378.53,3364.51,3405.25,3333.57
10/14/2022,3369.05,3333.84,3428.79,3333.84
10/13/2022,3299.23,3337.81,3365.08,3294.88
10/12/2022,3335.57,3342.77,3384.81,3260.11
10/11/2022,3350.72,3394.61,3397.06,3333.89
10/10/2022,3397.11,3474.71,3474.71,3391.79
10/7/2022,3500.67,3564.04,3564.04,3490.21
10/6/2022,3578.72,3602.41,3602.41,3571.68
10/5/2022,3599.93,3528.94,3608.75,3528.94
10/3/2022,3436.03,3435.69,3474.15,3400.68
9/30/2022,3446.43,3446.44,3461.82,3402.17
9/29/2022,3454.93,3551.41,3570.68,3437.08
9/28/2022,3516.93,3635.35,3635.35,3511.59
9/27/2022,3643.15,3582.29,3649.16,3555.52
9/26/2022,3589.61,3614.57,3649.73,3567.06
9/23/2022,3633.51,3704.94,3714.34,3631.44
9/22/2022,3716.22,3721.49,3721.49,3671.45
9/21/2022,3756.92,3815.91,3815.91,3751.92
9/20/2022,3816.91,3803.06,3826.74,3803.06
9/19/2022,3791.77,3851.31,3851.31,3779.90
9/16/2022,3854.00,3924.28,3924.28,3852.54
9/15/2022,3939.21,3949.26,3989.77,3914.72
9/14/2022,3943.53,3958.07,3958.07,3922.72
9/13/2022,4005.78,4009.40,4030.69,3991.64
9/9/2022,3993.01,3920.14,3995.38,3919.55
9/8/2022,3905.69,3948.98,3948.98,3895.51
9/7/2022,3945.87,3945.31,3950.77,3917.61
9/6/2022,3962.26,3935.70,3968.79,3925.86
9/5/2022,3926.84,3941.71,3941.86,3899.27
9/2/2022,3949.46,3991.16,3993.51,3940.70
9/1/2022,3994.71,4008.79,4036.34,3989.57
8/31/2022,4017.17,4002.93,4050.54,3972.41
8/30/2022,4026.01,4044.59,4047.55,3994.64
8/29/2022,4039.14,4052.37,4052.37,4009.01
8/26/2022,4078.04,4067.35,4090.82,4054.73
8/25/2022,4044.59,3971.80,4045.57,3971.80
8/24/2022,3966.32,4043.05,4043.05,3956.06
8/23/2022,4032.81,4066.21,4069.32,4022.93
8/22/2022,4066.53,4052.31,4085.75,4044.94
8/19/2022,4060.67,4027.72,4073.45,4015.57
8/18/2022,4026.15,4053.28,4061.92,4017.36
8/17/2022,4064.36,4055.40,4071.24,4037.13
8/16/2022,4044.23,4048.24,4072.25,4010.54
8/15/2022,4038.98,4063.82,4084.70,4035.52
8/12/2022,4066.46,4039.52,4073.46,4021.82
8/11/2022,4041.73,3995.18,4041.73,3989.12
8/10/2022,3950.01,4030.68,4030.68,3927.09
8/9/2022,4028.16,4028.37,4060.63,4009.48
8/8/2022,4024.67,4039.41,4047.24,4011.98
8/5/2022,4045.89,4002.76,4046.97,4002.49
8/4/2022,3980.02,3930.80,3980.02,3930.80
8/3/2022,3925.82,3941.93,3981.27,3910.57
8/2/2022,3941.75,4020.50,4020.50,3896.10
8/1/2022,4044.36,4092.34,4092.34,4011.72
7/29/2022,4086.13,4183.37,4183.56,4078.37
7/28/2022,4177.11,4171.81,4190.12,4157.97
7/27/2022,4158.54,4201.59,4201.59,4142.30
7/26/2022,4209.85,4164.28,4214.28,4155.46
7/25/2022,4159.16,4179.62,4179.62,4133.40
7/22/2022,4182.29,4215.67,4221.32,4156.65
7/21/2022,4200.31,4246.96,4246.96,4188.60
7/20/2022,4248.75,4260.57,4278.09,4247.89
7/19/2022,4229.60,4253.70,4254.40,4204.64
7/18/2022,4264.31,4190.37,4267.05,4169.98
7/15/2022,4184.15,4278.73,4278.73,4172.09
7/14/2022,4287.51,4278.50,4292.05,4234.24
7/13/2022,4278.35,4292.58,4306.86,4262.42
7/12/2022,4293.69,4344.25,4360.43,4270.33
7/11/2022,4357.46,4443.35,4443.35,4321.69
7/8/2022,4448.81,4447.10,4471.51,4423.71
7/7/2022,4417.88,4400.02,4417.88,4342.59
7/6/2022,4411.44,4454.86,4474.12,4348.55
7/5/2022,4457.85,4483.53,4509.53,4434.04
7/4/2022,4476.31,4477.04,4479.02,4421.43
6/30/2022,4484.37,4477.81,4517.79,4460.19
6/29/2022,4483.79,4538.51,4569.44,4453.15
6/28/2022,4583.55,4499.37,4583.55,4467.27
6/27/2022,4503.97,4437.66,4521.92,4437.66
6/24/2022,4413.79,4351.94,4413.79,4351.94
6/23/2022,4335.94,4295.38,4346.33,4282.89
6/22/2022,4289.42,4366.76,4377.41,4286.71
6/21/2022,4362.73,4316.67,4366.07,4306.10
6/20/2022,4305.87,4263.06,4311.04,4250.08
6/17/2022,4261.76,4220.20,4288.33,4220.20
6/16/2022,4256.50,4357.39,4366.73,4233.36
6/15/2022,4333.54,4317.58,4385.93,4317.58
6/14/2022,4319.01,4279.35,4335.96,4229.49
6/13/2022,4317.47,4382.54,4382.54,4298.97
6/10/2022,4438.63,4384.59,4442.53,4354.62
6/9/2022,4429.26,4474.65,4491.03,4405.58
6/8/2022,4469.15,4392.96,4471.72,4391.30
6/7/2022,4371.09,4359.95,4388.91,4342.18
6/6/2022,4367.47,4336.64,4368.86,4304.51
6/2/2022,4327.42,4342.00,4342.00,4302.37
6/1/2022,4363.35,4366.50,4369.16,4327.11
5/31/2022,4367.84,4273.09,4367.84,4260.82
5/30/2022,4268.69,4235.09,4268.94,4223.53
5/27/2022,4212.77,4224.70,4249.51,4179.36
5/26/2022,4187.71,4191.92,4193.73,4128.65
5/25/2022,4175.93,4154.80,4199.00,4148.01
5/24/2022,4154.66,4241.52,4254.42,4143.31
5/23/2022,4235.65,4257.11,4268.87,4214.18
5/20/2022,4257.61,4215.63,4264.60,4215.63
5/19/2022,4181.65,4148.52,4195.61,4119.93
5/18/2022,4219.40,4185.88,4227.45,4165.46
5/17/2022,4176.41,4102.64,4176.41,4102.64
5/16/2022,4095.15,4103.52,4132.07,4059.71
5/13/2022,4070.36,4007.04,4075.04,4007.04
5/12/2022,3984.08,4036.09,4054.85,3973.69
5/11/2022,4064.10,4025.51,4135.23,4016.46
5/10/2022,4026.39,3982.82,4048.53,3918.14
5/6/2022,4077.36,4165.38,4165.38,4077.19
5/5/2022,4233.07,4312.12,4330.90,4228.01
5/4/2022,4272.53,4317.60,4317.60,4254.44
5/3/2022,4323.48,4305.92,4357.16,4227.74
4/29/2022,4334.22,4244.48,4334.22,4180.54
4/28/2022,4240.47,4180.23,4240.47,4155.71
4/27/2022,4143.60,4057.78,4153.08,4030.76
4/26/2022,4077.77,4092.78,4157.46,4065.28
4/25/2022,4078.47,4217.92,4217.92,4056.29
4/22/2022,4275.00,4207.89,4286.01,4163.84
4/21/2022,4247.05,4335.16,4338.29,4214.97
4/20/2022,4336.54,4414.06,4421.17,4331.89
4/19/2022,4411.65,4461.51,4461.51,4381.99
4/14/2022,4499.15,4426.13,4512.91,4426.13
4/13/2022,4391.55,4376.46,4431.69,4339.15
4/12/2022,4381.24,4364.07,4420.68,4297.97
4/11/2022,4353.43,4514.82,4514.82,4339.66
4/8/2022,4525.68,4476.08,4525.68,4440.48
4/7/2022,4471.99,4563.96,4606.33,4471.99
4/6/2022,4585.49,4596.59,4612.91,4554.91
4/4/2022,4648.47,4544.49,4650.58,4544.49
4/1/2022,4528.09,4467.44,4528.09,4422.26
3/31/2022,4489.09,4556.62,4558.93,4464.69
3/30/2022,4555.49,4451.55,4573.20,4451.55
3/29/2022,4428.73,4410.18,4429.75,4395.31
3/28/2022,4402.04,4393.23,4415.71,4294.83
3/25/2022,4383.70,4507.62,4519.55,4359.92
3/24/2022,4516.34,4487.87,4557.06,4475.58
3/23/2022,4503.06,4483.95,4532.31,4465.10
3/22/2022,4470.39,4372.43,4470.39,4346.50
3/21/2022,4372.97,4490.82,4494.46,4341.46
3/18/2022,4434.33,4373.75,4467.01,4309.18
3/17/2022,4399.70,4273.76,4399.70,4221.36
3/16/2022,4076.13,3825.82,4076.13,3753.98
3/15/2022,3718.16,3958.11,4005.22,3689.68
3/14/2022,4028.34,4285.32,4285.32,4003.00
3/11/2022,4326.64,4387.46,4387.46,4213.32
3/10/2022,4434.47,4429.36,4458.33,4396.49
3/9/2022,4337.27,4395.32,4438.07,4207.78
3/8/2022,4369.57,4507.56,4513.82,4358.21
3/7/2022,4515.32,4651.62,4651.62,4496.37
3/4/2022,4679.72,4730.88,4730.88,4663.82
3/3/2022,4783.27,4765.94,4813.31,4765.94
3/2/2022,4745.02,4821.94,4826.04,4735.53
3/1/2022,4841.02,4815.63,4857.17,4797.58
2/28/2022,4799.71,4823.50,4823.74,4732.49
2/25/2022,4824.22,4818.76,4866.87,4798.51
2/24/2022,4797.79,4910.39,4910.39,4771.00
2/23/2022,4940.88,4924.80,4944.13,4913.46
2/22/2022,4925.73,4975.92,4975.92,4860.26
